,A,B,C,D,E,F,G,H
5.0,16062,16489,16489,15698,14374,16489,16489,14415
14.0,16951,15551,17401,16555,15134,17401,15574,15167
22.0,17818,18298,18298,17376,15799,18298,18700,15828
