,1,10,11,12,13,14,2,3,5,6,7,8,9
2.0,370,510,475,510,475,510,410,475,475,510,475,510,475
3.0,370,510,475,510,475,510,410,475,475,510,475,510,475
4.0,370,510,475,510,475,510,410,475,475,510,475,510,475
