,1,10,2,3,4,5,6,7,8,9
6.0,5289592,3872064,5289592,3861612,6127500,3892164,5289592,5234192,3820206,6139755
18.0,5623100,4118088,5623100,4108440,6511920,4143414,5623100,5567700,4063416,6523530
29.0,5944420,4352454,5944420,4344816,6885375,4383408,5944420,5882926,4297380,6894405
