,A,B,C,D,E,F,G,H
3.0,9467,9004,8993,9843,9287,9565,9005,8911
7.0,9657,9293,9174,10068,9087,9903,9182,9087
10.0,10012,9315,9308,10288,9218,9931,9315,9218
