,A,B,C,D,E,F,G,H
6.0,10625010,11634777,11774070,10041790,10483440,10513650,10278050,10507035
14.0,10998295,12165615,12354804,10842205,11182820,10788713,10779878,11017655
22.0,11418165,12641013,12925143,11282040,11626285,11388315,11213971,11460515
