,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
3.0/F低層A,3.0,低層,A,3386370,11882,285,338,3,KKC
6.0/F中層A,6.0,中層,A,3466170,12162,285,287,3,KKC
10.0/F高層A,10.0,高層,A,3575895,12547,285,271,3,KKC
3.0/F低層B,3.0,低層,B,3671980,12662,290,195,2,KKC
6.0/F中層B,6.0,中層,B,3755210,12949,290,194,2,KKC
10.0/F高層B,10.0,高層,B,3871790,13351,290,184,2,KKC
3.0/F低層C,3.0,低層,C,3137148,12449,252,236,2,KKC
6.0/F中層C,6.0,中層,C,3196116,12683,252,89,1,KKC
10.0/F高層C,10.0,高層,C,3298428,13089,252,85,1,KKC
3.0/F低層D,3.0,低層,D,3064776,12408,247,84,1,KKC
6.0/F中層D,6.0,中層,D,3140111,12713,247,87,1,KKC
10.0/F高層D,10.0,高層,D,3240640,13120,247,83,1,KKC
3.0/F低層E,3.0,低層,E,3508005,12055,291,337,3,KKC
6.0/F中層E,6.0,中層,E,3603744,12384,291,194,2,KKC
10.0/F高層E,10.0,高層,E,3720726,12786,291,196,2,KKC
3.0/F低層F,3.0,低層,F,3471585,12181,285,140,1,KKC
6.0/F中層F,6.0,中層,F,3556800,12480,285,150,1,KKC
10.0/F高層F,10.0,高層,F,3670800,12880,285,139,1,KKC
