,A,B,C,D,E,F,G,H,J,K
4.0,13106369,8154120,8088570,12772100,9079587,8173050,12884512,8142591,8751324,12879684
10.0,13702394,8333520,8338764,12986300,8985708,8686709,13460600,8992713,9303096,13282680
17.0,14165360,9060190,8207192,14331850,8226981,8892490,13856072,8759682,9571800,14671000
