,subjFloor,floorLv,unitNo,price,npsf,nfa
10.0/F低層A,10.0,低層,A,11515290,17187,670
27.0/F中層A,27.0,中層,A,12002380,17914,670
43.0/F高層A,43.0,高層,A,11349800,16940,670
10.0/F低層B,10.0,低層,B,11612008,16732,694
27.0/F中層B,27.0,中層,B,12303232,17728,694
43.0/F高層B,43.0,高層,B,11719578,16887,694
10.0/F低層C,10.0,低層,C,8486705,15863,535
27.0/F中層C,27.0,中層,C,9141196,16441,556
43.0/F高層C,43.0,高層,C,9437935,17641,535
10.0/F低層D,10.0,低層,D,8691928,16156,538
27.0/F中層D,27.0,中層,D,9944610,17790,559
43.0/F高層D,43.0,高層,D,10098894,18066,559
10.0/F低層E,10.0,低層,E,8558746,15449,554
27.0/F中層E,27.0,中層,E,8886714,16041,554
43.0/F高層E,43.0,高層,E,9204710,16615,554
10.0/F低層F,10.0,低層,F,11581596,17082,678
27.0/F中層F,27.0,中層,F,12292140,18130,678
43.0/F高層F,43.0,高層,F,12194508,17986,678
10.0/F低層G,10.0,低層,G,7859820,15564,505
27.0/F中層G,27.0,中層,G,8250185,16337,505
43.0/F高層G,43.0,高層,G,9025865,17873,505
10.0/F低層H,10.0,低層,H,7927848,15606,508
27.0/F中層H,27.0,中層,H,8473440,16680,508
43.0/F高層H,43.0,高層,H,8979916,17677,508
