,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,3,4,5,6,7,8,9
7.0,4434355,4118128,4128760,4384863,4446966,4285582,4097750,3731133,3875913,4180148,4097750,4097750,4386330,4446966,4097750,4066740,4420290,4097750,4711032,4125363,4097750,4097750,4383430,4485765
18.0,4561425,4408736,4294885,4593666,4634742,4499108,4396332,3926205,3988689,4310390,4396332,4396332,4634742,4634742,4396332,4352475,4607015,4396332,4916529,4426194,4396332,4396332,4609440,4709835
28.0,4841270,4539421,4472971,4802958,4859682,4605871,4519043,4181856,4086225,4569102,4519043,4519043,4859682,4859682,4519043,4483160,4831085,4519043,5172471,4549566,4519043,4470313,4833510,4919355
