,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
12.0/F低層A,12.0,低層,A,10690608,18888,566,392,3,KSWK
28.0/F中層A,28.0,中層,A,10887010,19235,566,385,3,KSWK
44.0/F高層A,44.0,高層,A,11766032,20936,562,363,4,KSWK
12.0/F低層B,12.0,低層,B,9204250,16735,550,375,4,KSWK
28.0/F中層B,28.0,中層,B,9558450,17379,550,331,3,KSWK
44.0/F高層B,44.0,高層,B,10287721,18671,551,394,4,KSWK
12.0/F低層C,12.0,低層,C,10018398,17922,559,324,3,KSWK
28.0/F中層C,28.0,中層,C,10773660,19412,555,341,3,KSWK
44.0/F高層C,44.0,高層,C,11288304,20376,554,348,3,KSWK
12.0/F低層D,12.0,低層,D,9707594,17366,559,418,3,KSWK
28.0/F中層D,28.0,中層,D,10315785,18587,555,347,3,KSWK
44.0/F高層D,44.0,高層,D,11047314,19941,554,328,3,KSWK
12.0/F低層E,12.0,低層,E,15845476,20686,766,322,3,KSWK
28.0/F中層E,28.0,中層,E,16632158,21713,766,388,4,KSWK
44.0/F高層E,44.0,高層,E,17392896,22647,768,327,4,KSWK
12.0/F低層F,12.0,低層,F,10233846,18081,566,383,4,KSWK
28.0/F中層F,28.0,中層,F,10863804,19194,566,387,4,KSWK
44.0/F高層F,44.0,高層,F,11565398,20579,562,390,4,KSWK
