,A,B,C,D,E,F,G,H,J,K,L,M
6.0,5201440,5209074,5209074,4973700,4329962,4395859,5201440,5294769,5280585,5226220,4086817,4193494
14.0,5336550,5344413,5344413,5004970,4413656,4404036,5336550,5311908,5363916,5298790,4201253,4289094
23.0,5483460,5491572,5491572,5168400,4539197,4529577,5483460,5463204,5431290,5462810,4193567,4363184
