,1,2,3,5,6,7,8,9
11.0,13083,13385,12254,12540,12427,11709,11926,12198
22.0,13748,14210,13656,14023,14099,12367,13137,13357
35.0,13926,14866,13865,14065,14070,13031,13172,13916
