,A,B,C,D,E,F,G,H
5.0,6412770,7546794,8175936,6202230,6261390,8477994,8477994,6359265
13.0,6739020,7907634,8590320,6489330,6538050,8810898,8810898,6481935
21.0,6954780,8308050,8601378,6417990,6798615,8380800,8380800,6749460
