,1,10,12,13,14,16,17,19,21,22,24,4,5,7,9
9.0,4860,5034,4852,5027,4707,4942,4986,5048,5026,5034,4990,5142,4914,5019,4988
20.0,5054,5236,5036,5232,5066,5139,5185,5249,5289,5236,5086,5352,5111,5234,5185
29.0,5361,5461,5401,5452,5242,5509,5472,5467,5394,5461,5422,5533,5373,5459,5509
