,1,10,11,12,13,14,15,16,17,18,19,2,20,20-26,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,5,6,7,8,9
4.0,427,315,315,328,360,360,360,360,338,368,368,369,311,,309,302,296,292,296,393,393,393,375,360,339,339,375,393,393,393,393,359,373,351,360,351,389,375,298,299,360,360,360,360,312
10.0,427,315,315,328,360,360,360,360,338,368,368,360,311,,309,302,296,292,296,393,393,321,264,360,320,320,222,255,363,321,321,332,267,341,360,351,332,360,278,309,360,360,360,360,312
15.0,427,315,315,328,360,360,360,360,338,368,368,338,311,,309,297,296,292,296,393,406,199,199,360,232,232,229,255,504,321,645,332,267,341,360,351,332,360,278,309,360,360,360,360,312
