,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
5.0/F低層A,5.0,低層,A,6377535,14661,435,375,3,HPFL
14.0/F中層A,14.0,中層,A,6699435,15401,435,359,3,HPFL
23.0/F高層A,23.0,高層,A,6969135,16021,435,390,4,HPFL
5.0/F低層B,5.0,低層,B,7362882,12651,582,252,3,HPFL
14.0/F中層B,14.0,中層,B,7759806,13333,582,263,3,HPFL
23.0/F高層B,23.0,高層,B,8155566,14013,582,239,3,HPFL
5.0/F低層C,5.0,低層,C,7496742,12881,582,229,3,HPFL
14.0/F中層C,14.0,中層,C,7941390,13645,582,254,3,HPFL
23.0/F高層C,23.0,高層,C,9301524,15982,582,346,5,HPFL
5.0/F低層D,5.0,低層,D,6311415,14509,435,311,4,HPFL
14.0/F中層D,14.0,中層,D,6617655,15213,435,392,4,HPFL
23.0/F高層D,23.0,高層,D,6929550,15930,435,332,5,HPFL
5.0/F低層E,5.0,低層,E,6311415,14509,435,311,4,HPFL
14.0/F中層E,14.0,中層,E,6626355,15233,435,313,4,HPFL
23.0/F高層E,23.0,高層,E,6929550,15930,435,332,5,HPFL
5.0/F低層F,5.0,低層,F,7228440,12420,582,154,2,HPFL
14.0/F中層F,14.0,中層,F,7642242,13131,582,166,2,HPFL
23.0/F高層F,23.0,高層,F,8052552,13836,582,156,2,HPFL
5.0/F低層G,5.0,低層,G,7228440,12420,582,231,2,HPFL
14.0/F中層G,14.0,中層,G,7642242,13131,582,249,2,HPFL
23.0/F高層G,23.0,高層,G,8052552,13836,582,234,2,HPFL
5.0/F低層H,5.0,低層,H,6410595,14737,435,357,4,HPFL
14.0/F中層H,14.0,中層,H,6744675,15505,435,378,4,HPFL
23.0/F高層H,23.0,高層,H,7071795,16257,435,345,4,HPFL
