,subjFloor,floorLv,unitNo,price,npsf,nfa
5.0/F低層1,5.0,低層,1,4197420,15546,270
10.0/F中層1,10.0,中層,1,4349430,16109,270
16.0/F高層1,16.0,高層,1,4531410,16783,270
5.0/F低層2,5.0,低層,2,4197420,15546,270
10.0/F中層2,10.0,中層,2,4349430,16109,270
16.0/F高層2,16.0,高層,2,4531410,16783,270
5.0/F低層3,5.0,低層,3,4712400,14960,315
10.0/F中層3,10.0,中層,3,4882815,15501,315
16.0/F高層3,16.0,高層,3,5087250,16150,315
5.0/F低層4,5.0,低層,4,4518515,15317,295
10.0/F中層4,10.0,中層,4,4681060,15868,295
16.0/F高層4,16.0,高層,4,4875760,16528,295
5.0/F低層5,5.0,低層,5,4736931,14943,317
10.0/F中層5,10.0,中層,5,4908111,15483,317
16.0/F高層5,16.0,高層,5,5113844,16132,317
5.0/F低層A1,5.0,低層,A1,4169070,15441,270
10.0/F中層A1,10.0,中層,A1,4320270,16001,270
16.0/F高層A1,16.0,高層,A1,4501980,16674,270
5.0/F低層A4,5.0,低層,A4,4491375,15225,295
10.0/F中層A4,10.0,中層,A4,4653920,15776,295
16.0/F高層A4,16.0,高層,A4,4848915,16437,295
5.0/F低層A5,5.0,低層,A5,4736931,14943,317
10.0/F中層A5,10.0,中層,A5,4908111,15483,317
16.0/F高層A5,16.0,高層,A5,5113844,16132,317
