,A,B,C,D,E,F,G,H,J,K,L,M
7.0,495,495,592,592,592,495,495,592,592,592,495,495
18.0,495,495,592,592,592,495,495,592,592,592,495,495
28.0,495,495,592,592,592,495,495,592,592,592,495,495
