,A,B,C,D,E,F,G,H,J,K
7.0,18673,18325,17427,18160,17345,17419,18098,17914,17419,16377
14.0,19656,18811,17474,18529,18171,19262,18964,18056,18249,17107
20.0,20409,19949,18374,19204,18870,18722,19701,18750,18952,17772
