,1,10,11,12,12A,2,3,4,5,6,7,8,9
3.0,6654468,6576720,6522320,7226105,7631660,6280560,8578710,7009335,6403270,6415028,6872800,6471440,5829375
8.0,6948300,6953260,6809600,7599830,7972330,6667440,8800785,7408098,6641630,6527172,7264010,6310064,5938125
13.0,7249128,7320420,7132790,7996960,8423025,6817200,9284625,7795926,6765530,6966620,6580224,7203536,6326250
