,A,B,C,D,E,F,G,H
6.0,5574595,5756570,6585143,6680525,6049370,5509193,6580601,6485976
16.0,6254529,5593700,6980297,7038586,6312280,6208871,7518524,6972727
25.0,12731349,5587956,7211182,8139264,6660804,12327096,13345529,7170304
