,1,2,3,4,5,6,7,8
11.0,8588355,8558930,10885000,10717000,8345465,7993970,9663940,10296828
17.0,8800750,8913635,11335100,11148200,8657370,8487240,9797544,9822870
23.0,9137265,9258175,11769800,11869900,8968205,8794865,10179846,10196127
