,A,B,C,D,E,F,G,H,J,K
7.0,11983,11997,11917,10964,11998,11824,12012,11918,12470,11937
20.0,12408,11470,12485,11655,13403,12183,12604,11449,13125,13548
32.0,12615,11842,13414,11960,14206,12771,11475,12755,11559,14455
