,1,10,11,12,15,16,2,3,5,6,7,8,9
12.0,12209600,11634120,7182126,8429928,7064910,7050750,8093148,8869520,8344112,7264115,11064600,8355160,8495955
24.0,13166400,12509892,7185339,9105936,7165995,7051450,8703180,9511920,8510978,7861605,11625600,8648640,8770059
35.0,14047336,13737870,7816515,9666792,7701750,7663250,9080970,10104633,9134708,8417792,12635424,9161680,9861165
