,A,B,C,D,E,F,G,H,J,K
7.0,12106,10869,10947,10947,10674,10948,11012,11258,10947,10947
16.0,12682,12495,11327,11327,11546,11302,11431,11679,11327,11427
24.0,13163,11553,11752,11856,11360,11612,11794,12037,11663,11752
