,11,13,16,17,2,6,7,9
7.0,5947,5908,5923,5900,5888,6017,5985,5770
15.0,6126,6123,6139,6098,6096,6222,6215,5969
22.0,6370,6299,6315,6282,6282,6422,6415,6122
