,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
8.0/F低層A,8.0,低層,A,5925056,8612,688,354,3,NTW
19.0/F中層A,19.0,中層,A,6303456,9162,688,386,4,NTW
30.0/F高層A,30.0,高層,A,6453440,9380,688,329,3,NTW
8.0/F低層B,8.0,低層,B,6559000,9370,700,387,4,NTW
19.0/F中層B,19.0,中層,B,6800500,9715,700,324,3,NTW
30.0/F高層B,30.0,高層,B,6858600,9798,700,333,3,NTW
8.0/F低層C,8.0,低層,C,6150872,9656,637,398,3,NTW
19.0/F中層C,19.0,中層,C,6395480,10040,637,327,3,NTW
30.0/F高層C,30.0,高層,C,6187181,9713,637,389,4,NTW
8.0/F低層D,8.0,低層,D,6177213,9667,639,332,3,NTW
19.0/F中層D,19.0,中層,D,6168708,9684,637,363,4,NTW
30.0/F高層D,30.0,高層,D,6150235,9655,637,362,4,NTW
8.0/F低層E,8.0,低層,E,6680444,9626,694,346,3,NTW
19.0/F中層E,19.0,中層,E,6715838,9677,694,343,3,NTW
30.0/F高層E,30.0,高層,E,6954574,10021,694,334,3,NTW
8.0/F低層F,8.0,低層,F,6018624,8748,688,322,3,NTW
19.0/F中層F,19.0,中層,F,6132832,8914,688,327,3,NTW
30.0/F高層F,30.0,高層,F,6469952,9404,688,329,3,NTW
