,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
4.0/F低層A,4.0,低層,A,,,,,,KTST
9.0/F中層A,9.0,中層,A,,,,,,KTST
14.0/F高層A,14.0,高層,A,,,,,,KTST
4.0/F低層A1,4.0,低層,A1,4860972,6668,729,52,1,KTST
9.0/F中層A1,9.0,中層,A1,5082588,6972,729,57,1,KTST
14.0/F高層A1,14.0,高層,A1,5303475,7275,729,62,1,KTST
4.0/F低層A2,4.0,低層,A2,3240108,9474,342,297,4,KTST
9.0/F中層A2,9.0,中層,A2,3383064,9892,342,317,4,KTST
14.0/F高層A2,14.0,高層,A2,3517128,10284,342,319,4,KTST
4.0/F低層B,4.0,低層,B,,,,,,KTST
9.0/F中層B,9.0,中層,B,,,,,,KTST
14.0/F高層B,14.0,高層,B,,,,,,KTST
4.0/F低層B2,4.0,低層,B2,3153630,10173,310,207,3,KTST
9.0/F中層B2,9.0,中層,B2,3290960,10616,310,220,3,KTST
14.0/F高層B2,14.0,高層,B2,3416820,11022,310,223,3,KTST
4.0/F低層B3,4.0,低層,B3,3232903,8441,383,240,3,KTST
9.0/F中層B3,9.0,中層,B3,3376145,8815,383,255,3,KTST
14.0/F高層B3,14.0,高層,B3,3509046,9162,383,275,3,KTST
4.0/F低層C,4.0,低層,C,,,,,,KTST
9.0/F中層C,9.0,中層,C,,,,,,KTST
14.0/F高層C,14.0,高層,C,,,,,,KTST
4.0/F低層D,4.0,低層,D,4497350,7150,629,57,1,KTST
9.0/F中層D,9.0,中層,D,4701775,7475,629,62,1,KTST
14.0/F高層D,14.0,高層,D,4906200,7800,629,67,1,KTST
4.0/F低層E,4.0,低層,E,,,,,,KTST
9.0/F中層E,9.0,中層,E,,,,,,KTST
14.0/F高層E,14.0,高層,E,,,,,,KTST
4.0/F低層E1,4.0,低層,E1,3240946,8462,383,200,3,KTST
9.0/F中層E1,9.0,中層,E1,3383805,8835,383,213,3,KTST
14.0/F高層E1,14.0,高層,E1,3516323,9181,383,216,3,KTST
4.0/F低層E2,4.0,低層,E2,3143232,10272,306,208,3,KTST
9.0/F中層E2,9.0,中層,E2,3280014,10719,306,221,3,KTST
14.0/F高層E2,14.0,高層,E2,3404862,11127,306,224,3,KTST
4.0/F低層E3,4.0,低層,E3,3093540,10970,282,183,2,KTST
9.0/F中層E3,9.0,中層,E3,3229464,11452,282,193,2,KTST
14.0/F高層E3,14.0,高層,E3,3052086,10823,282,256,3,KTST
4.0/F低層F,4.0,低層,F,,,,,,KTST
9.0/F中層F,9.0,中層,F,,,,,,KTST
14.0/F高層F,14.0,高層,F,,,,,,KTST
4.0/F低層F1,4.0,低層,F1,4646989,6967,667,54,1,KTST
9.0/F中層F1,9.0,中層,F1,4858428,7284,667,59,1,KTST
14.0/F高層F1,14.0,高層,F1,5069867,7601,667,64,1,KTST
4.0/F低層F2,4.0,低層,F2,3216168,9404,342,203,3,KTST
9.0/F中層F2,9.0,中層,F2,3357072,9816,342,216,3,KTST
14.0/F高層F2,14.0,高層,F2,3532518,10329,342,369,4,KTST
4.0/F低層G,4.0,低層,G,,,,,,KTST
9.0/F中層G,9.0,中層,G,,,,,,KTST
14.0/F高層G,14.0,高層,G,,,,,,KTST
4.0/F低層H,4.0,低層,H,3375095,11441,295,294,3,KTST
9.0/F中層H,9.0,中層,H,3476280,11784,295,238,3,KTST
14.0/F高層H,14.0,高層,H,3608735,12233,295,229,3,KTST
4.0/F低層I,4.0,低層,I,2462868,11094,222,221,3,KTST
9.0/F中層I,9.0,中層,I,2573868,11594,222,231,3,KTST
14.0/F高層I,14.0,高層,I,2680428,12074,222,221,3,KTST
4.0/F低層J,4.0,低層,J,3233600,8084,400,193,3,KTST
9.0/F中層J,9.0,中層,J,3753200,9383,400,290,3,KTST
14.0/F高層J,14.0,高層,J,3508800,8772,400,209,3,KTST
4.0/F低層K,4.0,低層,K,3107278,10289,302,320,4,KTST
9.0/F中層K,9.0,中層,K,3295726,10913,302,343,3,KTST
14.0/F高層K,14.0,高層,K,3362770,11135,302,350,4,KTST
4.0/F低層L,4.0,低層,L,3143232,10272,306,208,3,KTST
9.0/F中層L,9.0,中層,L,3280014,10719,306,221,3,KTST
14.0/F高層L,14.0,高層,L,3404862,11127,306,224,3,KTST
