,A,B,C,D,E,F,G
12.0,22369650,12769988,5968690,8108100,8071672,12912464,7447869
33.0,25596925,14082992,6202724,8531950,8892520,14170980,8152677
64.0,29412875,16610902,7496412,10663851,10407529,15997736,10083177
