,1,2,3,4,5,6,7,8
7.0,4190139,5208588,5167008,4323672,4252410,4990062,5348112,4190139
16.0,4418244,5479320,5431734,4173156,4455873,5248782,5623926,4418244
24.0,4600062,5630856,5610990,4324005,4645683,5421108,5800872,4600062
