,subjFloor,floorLv,unitNo,price,npsf,nfa
4.0/F低層A,4.0,低層,A,4506538,12449,362
10.0/F中層A,10.0,中層,A,4630342,12791,362
15.0/F高層A,15.0,高層,A,4724824,13052,362
4.0/F低層B,4.0,低層,B,5214913,11563,451
10.0/F中層B,10.0,中層,B,5342095,11845,451
15.0/F高層B,15.0,高層,B,5262719,11669,451
4.0/F低層C,4.0,低層,C,4254252,10716,397
10.0/F中層C,10.0,中層,C,4372955,11015,397
15.0/F高層C,15.0,高層,C,4594481,11573,397
4.0/F低層D,4.0,低層,D,5585144,9833,568
10.0/F中層D,10.0,中層,D,5777128,10171,568
15.0/F高層D,15.0,高層,D,5684544,10008,568
4.0/F低層E,4.0,低層,E,5427808,9556,568
10.0/F中層E,10.0,中層,E,5489152,9664,568
15.0/F高層E,15.0,高層,E,5699312,10034,568
4.0/F低層F,4.0,低層,F,4702862,11846,397
10.0/F中層F,10.0,中層,F,4827123,12159,397
15.0/F高層F,15.0,高層,F,4926770,12410,397
4.0/F低層G,4.0,低層,G,5003394,11094,451
10.0/F中層G,10.0,中層,G,5098555,11305,451
15.0/F高層G,15.0,高層,G,5198226,11526,451
4.0/F低層H,4.0,低層,H,4539480,12540,362
10.0/F中層H,10.0,中層,H,4675954,12917,362
15.0/F高層H,15.0,高層,H,4778038,13199,362
