,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
6.0/F低層A,6.0,低層,A,12249384,12867,952,110,1,NMOS
11.0/F中層A,11.0,中層,A,12532128,13164,952,117,1,NMOS
18.0/F高層A,18.0,高層,A,12927208,13579,952,128,1,NMOS
6.0/F低層B,6.0,低層,B,14481448,13213,1096,65,1,NMOS
11.0/F中層B,11.0,中層,B,14815728,13518,1096,70,1,NMOS
18.0/F高層B,18.0,高層,B,15283720,13945,1096,77,1,NMOS
6.0/F低層C,6.0,低層,C,8445294,15054,561,66,1,NMOS
11.0/F中層C,11.0,中層,C,8635473,15393,561,71,1,NMOS
18.0/F高層C,18.0,高層,C,8902509,15869,561,74,1,NMOS
6.0/F低層D,6.0,低層,D,7243723,14753,491,338,3,NMOS
11.0/F中層D,11.0,中層,D,7646834,15574,491,203,2,NMOS
18.0/F高層D,18.0,高層,D,7887424,16064,491,215,2,NMOS
6.0/F低層E,6.0,低層,E,7655732,13844,553,217,2,NMOS
11.0/F中層E,11.0,中層,E,8861325,15411,575,70,1,NMOS
18.0/F高層E,18.0,高層,E,9134450,15886,575,73,1,NMOS
