,A,B,C,D,E,F,G,H,I,J
4.0,12696,12609,13024,12811,12609,12501,12575,12519,12777,12575
7.0,12935,12850,13286,13038,12850,12741,12816,12809,13024,12816
10.0,13169,13098,13725,13307,13098,12975,13063,13019,13251,13063
