,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,3,4,5,6,7,8,9
7.0,485,443,443,489,489,443,443,381,485,443,443,443,489,538,443,443,485,443,531,447,443,443,485,485
18.0,487,443,443,489,489,443,443,381,381,426,443,443,489,489,443,443,485,443,531,447,443,443,485,485
28.0,485,443,443,492,489,443,443,381,381,443,443,443,489,489,443,443,485,443,531,447,443,443,485,485
