,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
13.0/F低層A,13.0,低層,A,8184156,12514,654,77,1,HNP
22.0/F中層A,22.0,中層,A,8652420,13230,654,78,1,HNP
31.0/F高層A,31.0,高層,A,11881218,18167,654,157,2,HNP
13.0/F低層B,13.0,低層,B,6883800,13112,525,89,1,HNP
22.0/F中層B,22.0,中層,B,7277550,13862,525,90,1,HNP
31.0/F高層B,31.0,高層,B,9991800,19032,525,180,2,HNP
13.0/F低層C,13.0,低層,C,7365225,14029,525,170,2,HNP
22.0/F中層C,22.0,中層,C,7846650,14946,525,185,2,HNP
31.0/F高層C,31.0,高層,C,9577575,18243,525,289,3,HNP
13.0/F低層D,13.0,低層,D,9035092,12079,748,71,1,HNP
22.0/F中層D,22.0,中層,D,12566400,16800,748,277,3,HNP
31.0/F高層D,31.0,高層,D,13117676,17537,748,145,2,HNP
13.0/F低層E,13.0,低層,E,8810025,16781,525,308,3,HNP
22.0/F中層E,22.0,中層,E,9358125,17825,525,333,3,HNP
31.0/F高層E,31.0,高層,E,9917250,18890,525,347,3,HNP
13.0/F低層F,13.0,低層,F,6883800,13112,525,134,1,HNP
22.0/F中層F,22.0,中層,F,7277550,13862,525,135,1,HNP
31.0/F高層F,31.0,高層,F,7670775,14611,525,122,1,HNP
