,1,10,11,12,2,3,4,5,6,6 & 7,7,8,9
4.0,345,325,325,425,325,285,285,325,345,,425,325,325
8.0,345,325,325,425,325,285,285,325,345,,425,325,325
11.0,345,325,325,425,325,285,285,325,345,,425,325,325
