,A,B,C,D,E,F,G,H
10.0,5539212,4689135,5030874,6869772,6923448,4993756,4689135,5539212
18.0,5744844,4874760,5218680,7126056,7178220,5179900,4874760,5744844
27.0,5991480,5083155,5445266,7426944,7479108,5405932,5083155,5991480
