,subjFloor,floorLv,unitNo,price,npsf,nfa
12.0/F低層A,12.0,低層,A,6188039,15587,397
26.0/F中層A,26.0,中層,A,6781873,16421,413
41.0/F高層A,41.0,高層,A,7424088,17976,413
12.0/F低層B,12.0,低層,B,6257064,15224,411
26.0/F中層B,26.0,中層,B,6844794,16654,411
41.0/F高層B,41.0,高層,B,7236477,17607,411
12.0/F低層C,12.0,低層,C,6406788,15364,417
26.0/F中層C,26.0,中層,C,6998511,16783,417
41.0/F高層C,41.0,高層,C,7354629,17637,417
12.0/F低層D,12.0,低層,D,5914868,16756,353
26.0/F中層D,26.0,中層,D,6627283,17579,377
41.0/F高層D,41.0,高層,D,6773364,19188,353
12.0/F低層E,12.0,低層,E,6232921,17657,353
26.0/F中層E,26.0,中層,E,6273738,17002,369
41.0/F高層E,41.0,高層,E,6851975,18175,377
12.0/F低層F,12.0,低層,F,6867546,16121,426
26.0/F中層F,26.0,中層,F,8112948,17949,452
41.0/F高層F,41.0,高層,F,8737160,19330,452
12.0/F低層G,12.0,低層,G,7084536,16788,422
26.0/F中層G,26.0,中層,G,7566038,17929,422
41.0/F高層G,41.0,高層,G,7487172,17094,438
12.0/F低層H,12.0,低層,H,6172911,17487,353
26.0/F中層H,26.0,中層,H,6440132,18244,353
41.0/F高層H,41.0,高層,H,6899193,18697,369
