,A,B,C,D,E,F,G,H,I,J,K,L
6.0,246,460,394,394,486,244,244,486,394,394,471,246
12.0,246,460,394,394,486,244,244,486,394,394,471,246
18.0,246,460,394,394,486,244,244,486,394,394,471,246
