,A,B,C,D,E,F,G,H,J,K,L,M
6.0,8760,8855,8616,8295,8851,9292,8589,8589,8571,8790,8977,9366
14.0,9060,9115,8867,8666,9231,9660,8837,8837,9067,9046,9257,9398
23.0,9310,9402,9165,8876,9514,9938,9108,9108,9532,9328,9541,9541
