,1,10,11,12,13,14,15,2,3,4,5,6,7,8,9
4.0,8412,8304,8331,8130,8120,9343,9343,8304,8264,8121,8671,9407,9353,8412,8412
10.0,8707,8596,8650,8414,8397,9682,9682,8596,8544,8387,9000,9747,9692,8707,8707
17.0,9051,8936,8965,9198,9247,10062,10062,8936,8882,9283,9405,10129,10072,9051,9051
