,A,A-C,AB,B,C,D,E,F,G,H,I,J,K
20.0,13206730,,,10588947,13088271,10302680,7580327,8127184,8559025,8507800,8168550,8033656,9169410
66.0,,,,,,,,,,,,,
101.0,,,,,,,,,,,,,
