,subjFloor,floorLv,unitNo,price,npsf,nfa
9.0/F低層A,9.0,低層,A,5128101,14127,363
20.0/F中層A,20.0,中層,A,5497272,15144,363
31.0/F高層A,31.0,高層,A,5855190,16130,363
9.0/F低層B,9.0,低層,B,6604416,12096,546
20.0/F中層B,20.0,中層,B,7117110,13035,546
31.0/F高層B,31.0,高層,B,7637994,13989,546
9.0/F低層C,9.0,低層,C,3924570,11310,347
20.0/F中層C,20.0,中層,C,4222990,12170,347
31.0/F高層C,31.0,高層,C,4521410,13030,347
9.0/F低層D,9.0,低層,D,3924570,11310,347
20.0/F中層D,20.0,中層,D,4222990,12170,347
31.0/F高層D,31.0,高層,D,5565186,16038,347
9.0/F低層E,9.0,低層,E,6596954,12194,541
20.0/F中層E,20.0,中層,E,7108199,13139,541
31.0/F高層E,31.0,高層,E,7629723,14103,541
9.0/F低層F,9.0,低層,F,4562208,12264,372
20.0/F中層F,20.0,中層,F,4911144,13202,372
31.0/F高層F,31.0,高層,F,5276076,14183,372
