,10,11,15,19,20,23,5,6
12.0,2369439,2372106,2379345,2372106,2961070,2351151,2940490,2372106
20.0,2463165,2466594,2401824,2466594,3081610,2444877,3058580,2466594
30.0,2577846,2582418,2588133,2582418,3231060,2559939,3205580,2582418
