,A,B,C,D,E,F,G,H,I,J
5.0,4755800,4647790,4542935,4542935,5110335,5396400,5108670,5599940,4924920,4678948
9.0,4883550,4655830,4655830,4655830,5235723,5530400,5235678,5745108,5047224,4795887
13.0,4987150,4764035,4764035,4764035,5360724,5658800,5357016,5882680,5164432,4907274
