,12,19,2,20,24,29,30,5,7
7.0,2147148,1909845,2224746,2170032,2147284,2781154,2155160,2139111,2783812
14.0,2208060,2742309,2287652,2494392,2348122,2862223,2388218,2742309,2864881
21.0,2268972,2819718,2946393,2565200,2413636,2943735,2456596,2819718,2946393
