,A,B,C,D,E,F,G,H,J,K,L,M
15.0,21347508,16132620,14059935,11143063,12432316,10825035,15506784,15446524,11583044,11507552,12353969,11327410
28.0,23818704,17367168,15128640,12279844,14031056,11598691,16901964,16610054,12057023,11751502,13162228,12051930
42.0,25601940,18428760,16996005,13730915,15608164,12707747,19084572,17120946,13038212,12943126,14205632,13257300
