,subjFloor,floorLv,unitNo,price,npsf,nfa
2.0/F低層A,2.0,低層,A,3639440,6499,560
3.0/F中層A,3.0,中層,A,3658480,6533,560
4.0/F高層A,4.0,高層,A,3675280,6563,560
2.0/F低層B,2.0,低層,B,2785944,6762,412
3.0/F中層B,3.0,中層,B,2794184,6782,412
4.0/F高層B,4.0,高層,B,2814372,6831,412
2.0/F低層C,2.0,低層,C,3038778,7218,421
3.0/F中層C,3.0,中層,C,3051408,7248,421
4.0/F高層C,4.0,高層,C,3065301,7281,421
2.0/F低層F,2.0,低層,F,2802424,6802,412
3.0/F中層F,3.0,中層,F,2816432,6836,412
4.0/F高層F,4.0,高層,F,2830852,6871,412
2.0/F低層I,2.0,低層,I,2891996,6757,428
3.0/F中層I,3.0,中層,I,2906976,6792,428
4.0/F高層I,4.0,高層,I,2921528,6826,428
2.0/F低層M,2.0,低層,M,2820279,6699,421
3.0/F中層M,3.0,中層,M,2848065,6765,421
4.0/F高層M,4.0,高層,M,2848907,6767,421
2.0/F低層O,2.0,低層,O,2852696,6776,421
3.0/F中層O,3.0,中層,O,2867431,6811,421
4.0/F高層O,4.0,高層,O,2881745,6845,421
2.0/F低層R,2.0,低層,R,3467262,6493,534
3.0/F中層R,3.0,中層,R,3484884,6526,534
4.0/F高層R,4.0,高層,R,3502506,6559,534
2.0/F低層S,2.0,低層,S,3604720,6437,560
3.0/F中層S,3.0,中層,S,3717840,6639,560
4.0/F高層S,4.0,高層,S,3640000,6500,560
2.0/F低層T,2.0,低層,T,2549672,7162,356
3.0/F中層T,3.0,中層,T,2562132,7197,356
4.0/F高層T,4.0,高層,T,2576728,7238,356
2.0/F低層U,2.0,低層,U,2382575,7331,325
3.0/F中層U,3.0,中層,U,2383875,7335,325
4.0/F高層U,4.0,高層,U,2407925,7409,325
