,A,B,C,D,E,F,G,H
5.0,4628448,5041554,4607078,5849935,4839114,5206050,5763422,4845958
12.0,4720152,5175276,4854164,6061510,4950764,5251204,5910020,4662736
20.0,4879680,5334022,4929477,5924100,5115194,5398176,6000837,5048030
