,1,2,3,4,5,6,7,8
7.0,11847,14406,14202,13794,14156,13340,14406,13146
16.0,12361,13747,14152,13702,13790,13617,13747,13593
25.0,12875,14160,14260,14113,14376,13935,14160,14001
