,subjFloor,floorLv,unitNo,price,npsf,nfa
9.0/F低層1,9.0,低層,1,7664701,13147,583
17.0/F中層1,17.0,中層,1,7892640,13608,580
25.0/F高層1,25.0,高層,1,8035900,13855,580
9.0/F低層10,9.0,低層,10,6650280,11466,580
17.0/F中層10,17.0,中層,10,6809780,11741,580
25.0/F高層10,25.0,高層,10,7425740,12803,580
9.0/F低層11,9.0,低層,11,7814920,13474,580
17.0/F中層11,17.0,中層,11,7851460,13537,580
25.0/F高層11,25.0,高層,11,8199460,14137,580
9.0/F低層12,9.0,低層,12,7615130,12907,590
17.0/F中層12,17.0,中層,12,7664100,12990,590
25.0/F高層12,25.0,高層,12,7989190,13541,590
9.0/F低層13,9.0,低層,13,14916960,13812,1080
17.0/F中層13,17.0,中層,13,14855400,13755,1080
25.0/F高層13,25.0,高層,13,15804720,14634,1080
9.0/F低層14,9.0,低層,14,14924560,12866,1160
17.0/F中層14,17.0,中層,14,14625360,13542,1080
25.0/F高層14,25.0,高層,14,15313160,13201,1160
9.0/F低層1902,9.0,低層,1902,7689060,13257,580
17.0/F中層1902,17.0,中層,1902,7817240,13478,580
25.0/F高層1902,25.0,高層,1902,7918160,13652,580
9.0/F低層2,9.0,低層,2,7644400,13180,580
17.0/F中層2,17.0,中層,2,7773160,13402,580
25.0/F高層2,25.0,高層,2,8038220,13859,580
9.0/F低層3,9.0,低層,3,7803895,12899,605
17.0/F中層3,17.0,中層,3,7889200,13040,605
25.0/F高層3,25.0,高層,3,8180205,13521,605
9.0/F低層4,9.0,低層,4,7801000,13450,580
17.0/F中層4,17.0,中層,4,7845660,13527,580
25.0/F高層4,25.0,高層,4,7973840,13748,580
9.0/F低層5,9.0,低層,5,7755760,13372,580
17.0/F中層5,17.0,中層,5,7836380,13511,580
25.0/F高層5,25.0,高層,5,8121740,14003,580
9.0/F低層512,9.0,低層,512,7818090,13251,590
17.0/F中層512,17.0,中層,512,7723100,13090,590
25.0/F高層512,25.0,高層,512,8044650,13635,590
9.0/F低層6,9.0,低層,6,6625110,11229,590
17.0/F中層6,17.0,中層,6,6885300,11670,590
25.0/F高層6,25.0,高層,6,7202720,12208,590
9.0/F低層7,9.0,低層,7,7374367,12649,583
17.0/F中層7,17.0,中層,7,6914760,11922,580
25.0/F高層7,25.0,高層,7,7918160,13652,580
9.0/F低層8,9.0,低層,8,6355640,10958,580
17.0/F中層8,17.0,中層,8,6759320,11654,580
25.0/F高層8,25.0,高層,8,7087020,12219,580
9.0/F低層811,9.0,低層,811,7689060,13257,580
17.0/F中層811,17.0,中層,811,7817240,13478,580
25.0/F高層811,25.0,高層,811,7918160,13652,580
9.0/F低層9,9.0,低層,9,8010200,13240,605
17.0/F中層9,17.0,中層,9,7909165,13073,605
25.0/F高層9,25.0,高層,9,8245545,13629,605
