,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
8.0/F低層1,8.0,低層,1,4162212,13602,306,328,3,NTM
18.0/F中層1,18.0,中層,1,4246668,13878,306,406,4,NTM
29.0/F高層1,29.0,高層,1,4432410,14485,306,382,4,NTM
8.0/F低層2,8.0,低層,2,4473871,12893,347,418,3,NTM
18.0/F中層2,18.0,中層,2,4446805,12815,347,373,3,NTM
29.0/F高層2,29.0,高層,2,4858776,12888,377,326,3,NTM
8.0/F低層3,8.0,低層,3,5592555,12027,465,306,4,NTM
18.0/F中層3,18.0,中層,3,5806920,12488,465,320,4,NTM
29.0/F高層3,29.0,高層,3,6234932,12322,506,300,4,NTM
8.0/F低層4,8.0,低層,4,4614828,13261,348,384,3,NTM
18.0/F中層4,18.0,中層,4,4792308,13771,348,393,3,NTM
29.0/F高層4,29.0,高層,4,4900188,14081,348,364,3,NTM
8.0/F低層5,8.0,低層,5,4571031,13173,347,375,4,NTM
18.0/F中層5,18.0,中層,5,4453745,12835,347,352,3,NTM
29.0/F高層5,29.0,高層,5,4820524,13892,347,371,4,NTM
8.0/F低層6,8.0,低層,6,5552296,11992,463,345,4,NTM
18.0/F中層6,18.0,中層,6,5765739,12453,463,364,4,NTM
29.0/F高層6,29.0,高層,6,5876396,12692,463,360,4,NTM
8.0/F低層7,8.0,低層,7,4361096,12568,347,374,3,NTM
18.0/F中層7,18.0,中層,7,4609548,13284,347,403,3,NTM
29.0/F高層7,29.0,高層,7,4816360,13880,347,411,3,NTM
8.0/F低層8,8.0,低層,8,4097340,13390,306,351,3,NTM
18.0/F中層8,18.0,中層,8,4272678,13963,306,339,3,NTM
29.0/F高層8,29.0,高層,8,4466988,14598,306,377,4,NTM
