,1,10,11,12,13,14,15,1A,2,2A,3,4,5,6,7,8,9
3.0,5014794,5997654,6160599,5838624,6136956,7540200,5941064,2394492,8245575,3863484,5717602,5383300,5898090,5027620,5909680,5709600,6098540
8.0,5218782,6156700,6314924,6034875,6278175,7834992,6079214,2520608,8511750,4096840,5852382,5746000,6046930,4932288,6046930,5408150,6278558
13.0,5385924,3267145,2895049,6309820,6478182,8082072,6273238,2604144,4049980,4202440,5980130,5664100,2906890,3287270,3371348,2954490,3437856
