,1,2,3,4,5,6,7,8
5.0,12210,11831,12338,12447,12643,12241,12258,12337
14.0,12882,12361,13178,13129,13817,12469,13081,12915
23.0,13455,12896,13321,13540,14018,12993,13601,13496
