,subjFloor,floorLv,unitNo,price,npsf,nfa
9.0/F低層13,9.0,低層,13,2469944,6569,376
18.0/F中層13,18.0,中層,13,2574848,6848,376
25.0/F高層13,25.0,高層,13,2654560,7060,376
9.0/F低層16,9.0,低層,16,2469944,6569,376
18.0/F中層16,18.0,中層,16,2574848,6848,376
25.0/F高層16,25.0,高層,16,2654560,7060,376
9.0/F低層17,9.0,低層,17,3689660,6170,598
18.0/F中層17,18.0,中層,17,3838562,6419,598
25.0/F高層17,25.0,高層,17,3955770,6615,598
9.0/F低層2,9.0,低層,2,2469944,6569,376
18.0/F中層2,18.0,中層,2,2574848,6848,376
25.0/F高層2,25.0,高層,2,2654560,7060,376
9.0/F低層20,9.0,低層,20,2861337,6459,443
18.0/F中層20,18.0,中層,20,2984491,6737,443
25.0/F高層20,25.0,高層,20,3079293,6951,443
9.0/F低層4,9.0,低層,4,2497527,6291,397
18.0/F中層4,18.0,中層,4,2597571,6543,397
25.0/F高層4,25.0,高層,4,2679750,6750,397
9.0/F低層5,9.0,低層,5,2654861,6523,407
18.0/F中層5,18.0,中層,5,2768414,6802,407
25.0/F高層5,25.0,高層,5,2855512,7016,407
9.0/F低層7,9.0,低層,7,3410336,6269,544
18.0/F中層7,18.0,中層,7,3560480,6545,544
25.0/F高層7,25.0,高層,7,3676896,6759,544
9.0/F低層8,9.0,低層,8,3442432,6328,544
18.0/F中層8,18.0,中層,8,3592576,6604,544
25.0/F高層8,25.0,高層,8,3708992,6818,544
9.0/F低層9,9.0,低層,9,2508660,6516,385
18.0/F中層9,18.0,中層,9,2612610,6786,385
25.0/F高層9,25.0,高層,9,2692305,6993,385
