,1,10,11,12,12A,13,14,15,16,17,17B,18,18A,19,2,20,21,22,23,25,26,27,28,29,3,30,31,32,33,34,35,36,37,37A,38,39,4,40,41,42,43,43A,44,45,46,47,48,49,5,50,51,52,53,54,54A,54B,55,55A,6,7,8,9
3.0,430,370,805,370,370,470,390,470,370,805,342,370,370,520,390,370,407,370,370,485,475,485,490,500,470,505,510,505,431,350,350,350,350,350,530,350,370,350,356,530,350,390,350,350,350,350,350,350,470,352,350,350,350,580,258,254,350,322,370,330,350,470
6.0,410,350,805,370,370,470,390,470,370,805,342,370,370,520,390,370,330,370,370,485,475,485,490,500,470,505,510,505,431,350,350,350,350,350,530,350,370,350,356,530,350,390,350,350,350,350,350,350,470,352,350,350,350,580,258,254,350,322,370,330,350,470
10.0,370,357,805,370,370,330,390,470,357,555,342,370,350,520,390,350,265,355,290,356,480,465,480,323,470,338,500,505,292,350,350,360,350,355,565,350,357,350,356,520,530,391,350,350,360,350,350,350,470,352,350,352,341,580,258,254,372,322,370,330,339,252
