,A,B,C,D,E,F,G,H,J,K,L,M
3.0,14650,13334,13848,12893,13317,13403,13511,12842,13650,13650,14299,13127
8.0,15101,13707,14303,13283,13693,13836,13607,13238,14033,14033,14718,13493
13.0,14441,14115,14664,15261,14100,14287,14301,13660,14452,14452,15139,13894
