,1,10,11,12,13,14,15,2,3,4,5,6,7,8,9
5.0,731,570,496,455,455,455,457,455,455,455,576,478,477,477,478
8.0,731,570,496,455,455,455,457,455,455,455,576,478,477,477,478
10.0,731,570,496,455,455,455,457,455,455,455,576,478,477,477,478
