,104,113,115,16,25,36,45,53,55,61,66,74,76,82,83,84,92,93,95,96
3.0,13807,13807,13747,13823,13747,13747,13747,13881,13791,13835,13747,13807,13823,13747,13448,13881,13816,13881,13791,13823
6.0,14161,14161,14099,14177,14099,14099,14099,14236,14144,14189,14099,14161,14177,14099,13793,14236,14170,14236,14144,14177
9.0,14514,14514,14451,14531,14451,14451,14451,14592,14497,14543,14451,14514,14531,14451,14130,14592,13194,14592,14497,14531
