,subjFloor,floorLv,unitNo,price,npsf,nfa
4.0/F低層A,4.0,低層,A,9364740,14189,660
8.0/F中層A,8.0,中層,A,9072500,14516,625
11.0/F高層A,11.0,高層,A,8996954,14822,607
4.0/F低層B,4.0,低層,B,7050862,14273,494
8.0/F中層B,8.0,中層,B,7008000,14600,480
11.0/F高層B,11.0,高層,B,5803200,14508,400
4.0/F低層C,4.0,低層,C,11631900,15225,764
8.0/F中層C,8.0,中層,C,11990980,15695,764
11.0/F高層C,11.0,高層,C,12259908,16047,764
4.0/F低層D,4.0,低層,D,7338982,14362,511
8.0/F中層D,8.0,中層,D,7860940,14860,529
11.0/F高層D,11.0,高層,D,8040800,15200,529
4.0/F低層E,4.0,低層,E,5823720,13866,420
8.0/F中層E,8.0,中層,E,5988360,14258,420
11.0/F高層E,11.0,高層,E,6124860,14583,420
4.0/F低層F,4.0,低層,F,7612515,14445,527
8.0/F中層F,8.0,中層,F,6531852,14451,452
11.0/F高層F,11.0,高層,F,4163630,14114,295
4.0/F低層G,4.0,低層,G,9975000,14250,700
8.0/F中層G,8.0,中層,G,10240300,14629,700
11.0/F高層G,11.0,高層,G,8167568,15238,536
4.0/F低層H,4.0,低層,H,6133288,14132,434
8.0/F中層H,8.0,中層,H,6308190,14535,434
11.0/F高層H,11.0,高層,H,4667220,14405,324
4.0/F低層HI,4.0,低層,HI,,,
8.0/F中層HI,8.0,中層,HI,,,
11.0/F高層HI,11.0,高層,HI,,,
4.0/F低層I,4.0,低層,I,8338320,14085,592
8.0/F中層I,8.0,中層,I,6633214,14483,458
11.0/F高層I,11.0,高層,I,6785270,14815,458
4.0/F低層J,4.0,低層,J,4841026,13373,362
8.0/F中層J,8.0,中層,J,4930440,13620,362
11.0/F高層J,11.0,高層,J,5089358,14059,362
