,1,2,3,4,5,6,7
5.0,5521345,5040490,6359115,6053780,6631632,5262210,5425134
12.0,5716420,5269300,6548330,6524412,6523104,5314425,5612464
19.0,5911206,5083410,6756715,6895008,6420645,5593200,5635344
