,1,2,3,4,5,6,7,8
6.0,9362,9352,9363,9498,8895,9208,9375,9929
15.0,9575,9689,9923,9780,9391,9560,9561,10222
24.0,10230,10036,10096,10243,10007,9963,10169,10678
