,A,B,C,D,E,F,G
3.0,9490675,8325800,8058400,8223930,6498240,7058310,11611700
4.0,9555875,8429400,8107400,8273980,6538000,7101620,11682250
6.0,9687090,8470000,8222900,8374795,6616960,7187630,11823350
