,A,B,C,D,E,F,G,H,J,K
6.0,7440,7405,7465,7440,7862,7570,7472,7472,7597,7718
18.0,7712,7606,7739,7712,8156,7857,7746,7746,7879,8004
29.0,7954,7910,7982,7954,8175,8114,7990,9347,8131,8261
